,city,name,phone,state,streetAddress,zipcode
58,Saint,Cheyenne County Food Pantry,(785) 332-0068,Kansas,212 W. Washington St,67756
59,Wellington,Wellington Food Bank,(620) 326-5301,Kansas,305 S Washington Ave,67152
60,Wamego,Wamego Family Worship Center,(785)456-9646,Kansas,16445 W. Cameron Circle,66547
61,Wichita,His Helping Hands Food Pantry,(316) 838-8528,Kansas,1441 E. 37th St. N,67219
62,Wichita,Kansas Food Bank,(316) 265-3663,Kansas,1919 E Douglas Ave.,67211
63,Wichita,United Methodist Open Door,(316) 265-9371,Kansas,402 E. 2nd Street,67202
64,Wichita,Victory Christian Church,(316) 943-3446,Kansas,1157 N Emporia,67214
65,Wichita,Westside Good Neighbor Center,(316) 942-7349,Kansas,3500 West 13th St.,67203
66,Wichita,St Jude Catholic Church Food Pantry,(316) 838-1963,Kansas,3030 N Amidon Ave.,67204
67,Wilsey,The Ministry House,785-466-6125,Kansas,209 N First,66873
68,Wichita,St Patrick Catholic Church,316-262-4683,Kansas,2007 N Arkansas,Empty
69,Wichita,The Old Time Gospel,806-0335,Kansas,2552 Jackson,Empty
70,Wichita,Sharon Baptist Church,684-5156,Kansas,2221 S Oliver,Empty
71,Wichita,Salvation Army West,943-9893,Kansas,1910 S Everett,Empty
72,Wichita,SDA Community Service Center,265-0431,Kansas,2751 S Osage,Empty
73,Wichita,North Heights Christian Church,652-0229,Kansas,3030 N Hillside,Empty
74,Wichita,Pawnee Ave Church,683-5648,Kansas,2611 E Pawnee,Empty
75,Wichita,Salvation Army Citadel,685-8699,Kansas,1739 Elpyco,Empty
76,Topeka,Temple Of Deliverance Church Food Pantry Topeka,(785) 235-6755,Kansas,520 SE Norwood Street,66607
77,Topeka,Catholic Charities Food Pantry Topeka,(785) 233-6300,Kansas,234 S Kansas Ave,66603
78,Topeka,Let's Help,785-234-6208,Kansas,200 S Kansas Ave. ,66603
79,Wichita,Hillside Christian Church,683-6577,Kansas,8330 E Douglas,Empty
80,Wichita,His Helping Hands,(316) 838-8528,Kansas,1441 E 37th St,67219
81,Wichita,Holy Savior God's Food Pantry,263-6780,Kansas,1207 N Indiana,Empty
82,Wichita,Chisolm Trail Church of Christ,683-1313,Kansas,5833 E 37th St N,Empty
83,Wichita,Church at the Cross,943-5520,Kansas,2901 W Taft,Empty
84,Wichita,Faith Chapel - His Food Pantry,(316) 685-5574,Kansas,6808 E Harry Street,67207
85,Wichita,First MCC,267-1852,Kansas,156 S Kansas,Empty
86,Wichita,Brotherhood Presbyterian Church,263-5360,Kansas,2328 E 13th,Empty
87,Wichita,Catholic Charities Food Pantry Wichita,(316) 264-8344,Kansas,2825 South Hillside Street,67216
88,Wichita,Bread of Life Distribution Center,(316) 689-6866,Kansas,1301 E. Galena Street,67216
89,Wichita,Simple House,303-9994,Kansas,238 N Waco ST,67203
90,Wichita,Salvation Army Downtown,263-2769,Kansas,350 N Market,Empty
91,Wichita,Mt Vernon Presbyterian Church,683-7535,Kansas,3700 E MtVernon,Empty
92,Wichita,"Helping Hands Food Pantry, New Hope Christian Church",(316) 262-3425,Kansas,1400 George Washington Dr,67211
93,Wichita,Holy Savior Catholic Church and Academy,(316) 682-8712,Kansas,1209 N. Indiana,67214
94,Wichita,First MCC of Kansas,(316) 267-1852,Kansas,156 South Kansas Street,67211
95,Wichita,RCITY,316-522-6891,Kansas,1408 W. 34th St. S.,67217
0,Benton,Marshall County Caring Needline,2705270024,Kentucky,307 Main Street,42025
1,Ashland,CARES,(606) 329-2949,Kentucky,Empty,41105
2,Berea,Berea Community Food Bank,(859) 985-1903,Kentucky,103 Parkway Ave,40403
3,Berea,Berea Baptist Church Food Closet,859-986-9391,Kentucky,310 Chestnut St,40403
4,Bellevue,Campbell County Community Action,859-431-8870,Kentucky,223 Fairfield Avenue,41042
5,Bardstown,Bread For Life Community Food Pantry,502-348-7270,Kentucky,219 E. Muir Street,40004
6,Bowling,Salvation Army Bowling Green,270-843-3485,Kentucky,400 W. Main Ave,42102
7,Alexandria,St Mary's Assumption St Vincent De Paul,859-635-4188,Kentucky,4271 Indian Trace,41001
8,Alexandria,Main Street Care Ministry- Main Street Baptist Church,859-474-3100,Kentucky,11093 Alexandria Pike,41001
9,Alexandria,First Assembly of God,859-635-1441,Kentucky,9126 Alexandria Pike,41001
10,Butler,Butler United Methodist Church Food Pantry,(859) 472-6223,Kentucky,8417 Highway 27N,41006
11,Covington,Action Ministries Inc,(859) 261-3649,Kentucky,4375 Boron Dr,41015
12,Covington,South Side Baptist Church,859-431-1314,Kentucky,1501 Holman Street,41011
13,Covington,Immanuel UCC - bromley,859-261-8858,Kentucky,110 Boone Street,41016
14,Covington,Faith Christian Center,859-491-2850,Kentucky,1101 Amsterdam Road,41011
15,Covington,Fairhaven Rescue Mission,859-491-1027,Kentucky,260 Pike Street,41011
16,Carrollton,Carroll County Neighborhood Center,502-732-5253,Kentucky,220 Seventh Street,41008
17,Covington,Be Concerned,859-291-6789,Kentucky,714 Washington Street,41011
18,Covington,Welcome House of Northern Kentucky,859-431-8717,Kentucky,205 Pike Street,41011
19,Covington,True Holiness Covenant of Peace,859-431-7428,Kentucky,903 Greenup Street,41011
20,Cold,First Baptist Church - Cold Spring,859-441-6184,Kentucky,4410 Alexandria Pike,41076
21,Crescent,St Vincent De Paul Society and Covington,859-341-3219,Kentucky,2655 Crescent Springs Road,41017
22,Calhoun,Widows and Orphans Food Pantry,(270) 499-1199,Kentucky,350 First St,42327
23,Cumberland,Boggs Hollow House of Prayer,(606) 589-4658,Kentucky,92 Boggs Hollow Rd ,40823
24,Crittenden,New Life Apostolic Church,859-428-3120,Kentucky,1645 Gardnersville Road,41030
25,Elizabethtown,Americas Second Harvest Food Bank ,(270) 769-6997,Kentucky,313 Peterson Dr,42701
26,Crofton,Branch Outreach,(270) 305-1850,Kentucky,104 E Princeton St,42217
27,Edmonton,Bowling Park Food Pantry,270-432-7204,Kentucky,1608 West Stockton Street,42129
28,Dayton,St Bernard Parish,859-291-4393,Kentucky,401 Berry Avenue,41074
29,Florence,Hope Ministries of Northern Kentucky,(859) 371-1887,Kentucky,261 Main Street,41042
30,Florence,Boone County Neighborhood Center - Nothern Kentucky Community Action,(859) 586-9250,Kentucky,6555 Nicholas St.,41042
31,Erlanger,United Ministries,(859) 727-0300,Kentucky,525 Graves Avenue,41018
32,Frakes,Henderson Settlement,(606) 337-3613,Kentucky,16773 Highway 190,40940
33,Elsmere,United Christian Volunteers,(859) 727-4417,Kentucky,15 Kenton Street,41018
34,Hiseville,Methodist Ministries Food Pantry,270-453-2521,Kentucky,330 W Hiseville Main Street,42152
35,Georgetown,Amen House,(502) 863-5305,Kentucky,319 East Main Street,40324
36,Henderson,Henderson Church of God,(270) 871-0368,Kentucky,1041 Clay Street,42420
37,Henderson,First Assembly Of God,(270) 827-1983,Kentucky,2208 U.S Highway 60,42420
38,Henderson,Holy Name Outreach,(270) 826-2096,Kentucky,511 Second Street,42420
39,Henderson,River Of Life,(270) 826-7800,Kentucky,725 Washington Street,42420
40,Henderson,Henderson Christian Comm. Outreach,(270) 826-5592,Kentucky,422 Seventh St.,42420
41,Henderson,Salvation Army Henderson,(270) 826-4472,Kentucky,1213 Washington St,42419
42,Hazard,Journey Christian Church,606-813-6278,Kentucky,343 Lyttle Blvd,41701
43,Highland,First Baptist Church of Highland Heights,859-441-7274,Kentucky,2315 Alexandria Pike,41076
44,Jackson,Helping Hands Christian Resources,(606) 693-0605,Kentucky,314 broadway street,41339
45,Jackson,Interfaith of Breathitt County,(606) 666-7760,Kentucky,1118 Main St.,41339
46,Island,God\'s House of Hope,2704991658,Kentucky,25 W. Main St,42350
47,Island,God\'s House Of Hope,(270) 273-3609,Kentucky,205 W Main St,42350
48,Ledbetter,Ohio Valley Baptist Church,(270) 898-3345,Kentucky,1424 Us Hwy 60 West,42058
49,Hopkinsville,Aaron McNeil House,(270) 886-9734,Kentucky,604 E. 2nd St.,42241
50,Irvine,Helping Hands Angel Fund Ministry,(859) 582-9587,Kentucky,105 Broadway,40336
51,Lexington,Hope Center of Kentucky,(859) 252-7881,Kentucky,360 W Loudon Ave.,40508
52,Lexington,"Salvation Army, The Central Kentucky Area Services",859-252-7706,Kentucky,736 West Main Street,40508
53,Livermore,McLean County Help Office,(270) 278-5500,Kentucky,225 Hill St,42352
54,Louisville,Portland's Food Pantry,(502) 778-3641,Kentucky,3713 W Market St,40212
55,Louisville,Clifton Universalist Unitarian Church - Little Free Pantry,502-895-3189,Kentucky,2231 Payne Street,40206
56,Madisonville,Christian Food Bank Of Hopkins County,(270) 825-8296,Kentucky,114 N Franklin St,42431
57,Madisonville,"Christian Food Bank of Hopkins County, Inc.",270-825-8296,Kentucky,114 N. Franklin St.,42431
58,Madisonville,Christian Food Bank of Hopkins County,(270) 821-0947,Kentucky,130 Pond River/Colliers Road,42431
59,Madisonville,Hopkins County Christian Food Bank,(270) 825-8296,Kentucky,114 N. Franklin Street,42431
60,Madisonville,Covenant Care,(270) 836-3591,Kentucky,1055 N. Main Street,42431
61,Madisonville,Pennyrile Allied Comm Svc,(270) 821-8114,Kentucky,130 Branch St,42431
62,Madisonville,Salvation Army-Pantry Madisonville,(270) 825-3620,Kentucky,805 McCoy,42431
63,Mayfield,Mayfield Graves County Need Line and Food Pantry,(270) 247-6333,Kentucky,"1011 Paris Road, Suite 337",42066
64,Mayfield,Mayfield Graves County Need Line and Food Pantry,270-247-6333,Kentucky,"1011 Paris Road, Suite 337",42066
65,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
66,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
67,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
68,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
69,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
70,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
71,Marion,Life In Christ Church,(270) 965-9200,Kentucky,913 South Main Street,42064
72,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
73,Marion,Marion Baptist Church,(270) 965-5232,Kentucky,131 East Depot Street,42064
74,Marion,Life In Christ Church,(270) 965-9200,Kentucky,913 South Main Street,42064
75,Marion,Crittenden County Food Bank,(270) 965-5251,Kentucky,402 North Walker Street,42064
76,Mc,Jackson Co Food Bank Inc,(606) 287-8336,Kentucky,230 Mccammon Ridge Rd,40447
77,Morganfield,St Vincent Depaul Morganfield,(270) 389-4281,Kentucky,266 Jim Veach Road,42437
78,Murray,Murray Calloway County Need Line,270-753-6333,Kentucky,509 North 8th Street ,42071
79,Oak,Elisha's Closet,270-640-6100,Kentucky,285 Hugh Hunter Rd.,42262
80,Nicholasville,Jessamine County Food Pantry,(859) 312-4003,Kentucky,104 S. Second Street,40356
81,Newport,Trinity Baptist Church,859-581-9197,Kentucky,510 Park Avenue,41071
82,Newport,First Church of The Nazarene,(859) 581-0668,Kentucky,830 York Street,41071
83,Newport,Brighton Center,(859) 491-8303,Kentucky,706 Park Avenue,41071
84,Newport,Campbell County Neighborhood Center,(859) 431-4177,Kentucky,437 West 9th Street,41071
85,Newport,St. Paul's Episcopal Church Food Pantry,859-581-7640,Kentucky,7 Court St.,41017
86,Newport,Senior Services Of Northern Kentucky,(859) 572-4300,Kentucky,3504 Alexandria Pike,41076
87,Newport,Newport Church Of God,(859) 491-6925,Kentucky,401 Keturah Street,41071
88,Owensboro,CrossRoads Food Pantry,(270) 852-6557,Kentucky,2400 Friendship Drive,42303
89,Owensboro,Pleasant Valley Community Church,(270)926-2888,Kentucky,800 Pleasant Valley Rd,42303
90,Owensboro,Help Office of Owensboro,(270) 685-4971,Kentucky,1316 West 4th Street,42301
91,Owensboro,CCC Food Pantry,(270) 686-6327,Kentucky,1220 Center St,42303
92,Owensboro,Next Level Church of God ,(270) 314-7589,Kentucky,2613 Cravens Ave,42301
93,Nortonville,Hope 2 All Community Food Bank,(270) 676-3784,Kentucky,92 N Main Street,42442
94,Owensboro,Owensboro Christian Church,(270) 683-2706,Kentucky,2818 New Hartford Road,42303
95,Owensboro,Kings Table,(270) 683-6804,Kentucky,2804 Veach Rd,42303
96,Owensboro,Salvation Army Owensboro,(270) 685-5576,Kentucky,215 Ewing Road,42301
97,Owensboro,Dismiss Charities,(270) 685-4712,Kentucky,615 Carlton Drive,42303
98,Providence,Providence County Food Bank,(270) 836-5521,Kentucky,1001 VFW Rd,42450
99,Owenton,Owen County Neighborhood Center,(502) 484-2116,Kentucky,109 South Madison Street,40359
100,Pikeville,Thankful Hearts Food Pantry,606 437 6221,Kentucky,648 Adams Rd,41501
101,Salem,Salem Baptist Church,(270) 988-3879,Kentucky,1100 Hayden Street,42078
102,Richmond,Gods Outreach,(859) 623-2220,Kentucky,1512 East Main St,40475
103,Richmond,Grace Now Food Pantry,626-8990,Kentucky,110 South Collins,40475
104,Scottsville,Emergency Shelter and Assistance Barren River Area Safe Space (BRASS),(270) 239-3933,Kentucky,110 South Court Street,42164
105,Smithland,Living County Helping Hands,(270) 928-3383,Kentucky,509 Mill Street,42081
106,Smithland,Pennyrile Livingston County,(270) 928-2827,Kentucky,502 Rudd St,42081
107,Stanton,Operation Hands Of Love Food Bank ,606-947-0566,Kentucky,130 Washington Street ,40380
108,Somerset,Outreach for Jesus,(606) 271-2354,Kentucky,1278 Highway 461,42503
109,Sturgis,First Christian Church Of Sturgis,(270) 333-2115,Kentucky,702 N Adams,42459
110,Warsaw,Gallatin County Neighborhood Center,859-567-4660,Kentucky,432 West Main Street,41095
111,Tompkinsville,Community Outreach,2704876883,Kentucky,Empty,42167
112,Williamstown,Williamstown Baptist Church,859-824-4102,Kentucky,214 N. Main Street,41097
113,Williamstown,Williamstown Christian Church,859-823-2041,Kentucky,318 N. Main Street,41097
114,Williamstown,Grant County Neighborhood Center,859-824-4768,Kentucky,134 North Main Street,41097
115,Whitley,McCreary County Christian Care Center Food Pantry,(606) 376-8742,Kentucky,76 Medical Lane,42653
116,Whitley,McCreary Christian Center,606-376-8742,Kentucky,76 Medical Lane,42653
0,Alexandria,Food Bank - Alexandria,(318) 445-7038,Louisiana,3142 Baldwin Ave,71301
1,Alexandria,Food Bank Of Central Louisiana The,(318) 445-2773,Louisiana,3223 Baldwin Ave,71301
2,Abberville,Vermillion COA,337-893-2563,Louisiana,1928 Graceland,70510
3,Arabi,Community Center of St Bernard,504-281-2512,Louisiana,1107 LeBeau Street,70032
4,Avondale,Avondale Community Center,504-349-5414,Louisiana,4008 US Hwy 90,70094
5,Abbeville,Assist Agency - Vermilion,(337) 898-9554,Louisiana,407 Charity Street,70510
6,Abbeville,St Mary Magdalen Christian SC,337-893-9756,Louisiana,701 Chevis St.,70510
7,Algiers,Glory of Christ Christian Center,504-394-5790,Louisiana,2335 General Meyer Ave,70114
8,Basile,Greater Golden Light Baptist,337-432-6317,Louisiana,2403 Highway 190,70515
9,Baldwin,Yahweh Word of Faith,337-924-9322,Louisiana,948 Chitamache,70514
10,Baton,Greater Baton Rouge Food Bank ,(225) 359-9940,Louisiana,10600 South Choctaw Dr,70815
11,Baton,Food For Family,(225) 355-2081,Louisiana,1325 Airline Hwy,70805
12,Baton,Streams of Life,(225) 771-8830,Louisiana,8844 Greenwell Springs Rd,70814
13,Baton,Greater Baton Rouge Food Bank,225-359-9940,Louisiana,Empty,70821
14,Baton,HOPE Ministriesnames and birthdays for  all members of,(225) 355-0702,Louisiana,4643 Winbourne Ave.,70805
15,Belle,Pilgrim Rest Comm Development Agency,504-394-1123,Louisiana,8430 Highway 23 Suite 400 B,70037
16,Belle,Plaquemines Parish Comm Action Agency,504-392-9567,Louisiana,479 F Edward Hebert Dr,70037
17,Benton,Benton United Methodist Church - The Table Food Ministries,(318) 965-2273,Louisiana,4615 Palmetto Road,71006
18,Bogalusa,Isabel Baptist Church,985-735-6088,Louisiana,53674 Parker Rd,70427
19,Bogalusa,Greater Bogaulsa Full Gospel,985-732-9463,Louisiana,226 Memphis Street,70427
20,Breaux,St Bernard St Francis,(337) 845-9947,Louisiana,610 N. Main St.,70517
21,Breaux,New Beginning Fellowship Church,(337) 442-6209,Louisiana,519 Parkway Rd.,70517
22,Bossier,Airline Drive Church of Christ - Food Pantry,318-746-2645,Louisiana,2125 Airline Drive,71111
23,Boutte,Mt Zion Baptist Church,985-785-8395,Louisiana,107 Magnolia Ridge,70039
24,Bridge,Good Samaritan Services,985-859-9015,Louisiana,1501 Utah Beach,70094
25,Covingtion,Food Bank of Covington,985-893-3003,Louisiana,840 N Columbia Street,70433
26,Church,Community Investors,(337) 580-4386,Louisiana,216 North Main Street,70525
27,De,Community Outreach Center,337-786-4486,Louisiana,543 Marcantel Rd,70633
28,Deridder,God's Food Box,(337) 463-4449,Louisiana,426 McMahon St,70634
29,DeRidder,God's Food Box,337-463-4449,Louisiana,711 Mahlon Street,70634
30,Creole,Ebnezer BC Food Pantry,337-249-9029,Louisiana,103 Shannon Lane,70632
31,Crowley,New Beginnings Primitive Baptist Church,337-788-0055,Louisiana,411 South Eastern Ave,70562
32,Crowley,Crowley Christian Care Center,(337) 783-5811,Louisiana,726 W. Seventh Street,70527
33,Eunice,Eunice Food Bank,(337) 457-7541,Louisiana,1120 Fairground St,70535
34,Eunice,Eunice Food Bank,337-457-7541,Louisiana,501 Samuel Drive,70535
35,Covington,Covington Food Bank,(985) 893-3003,Louisiana,840 N Columbia Street,70433
36,Covington,Mandeville Christian Fellowship,985-626-3330,Louisiana,76140 Hard Rd,70435
37,Franklin,Emmanuel Baptist Church,337-241-3590,Louisiana,708 Beech Street,70538
38,Franklin,Little Zion Outreach,337-836-0337,Louisiana,319 Verdun Ln,70538
39,Des,Antioch Baptist Church,985-758-1313,Louisiana,16461 Old Spanish Trail,70030
40,Franklinton,Washington Parish Food Bank,985-335-2835,Louisiana,2208 Main St.,70438
41,Franklinton,Outreach Full Gospel Baptist Church,985-839-5294,Louisiana,304 13th Avenue,Empty
42,Franklinton,Immanuel Better Living Church,985-795-0535,Louisiana,46105 Highway 10,70438
43,Hammond,Tangi Food Pantry,985-429-8551,Louisiana,411 West coleman Ave.,70403
44,Hammond,Our Daily Bread Food Bank of Tangipahoa,985-542-4676,Louisiana,1006 W. Coleman Ave.,70403
45,Gretna,Gretna Food Bank,(504) 367-6676,Louisiana,1400 Jefferson St,70053
46,Gretna,West Point Church-We Care,504-615-2027,Louisiana,664 Behrman Hwy,70056
47,Gretna,Responsibility House Gretna,504-339-6257,Louisiana,521 Hamilton Rd.,70056
48,Gretna,Lovetouch Ministries Food Pantry,(504) 858-8134,Louisiana,2025 Whitney Avenue,70056
49,Gretna,Gretna Community Center,504-376-2130,Louisiana,1700 Monroe Street,70053
50,Gretna,Gretna Food Distribution Center,504-367-6676,Louisiana,1400 Jefferson Street,70053
51,Gretna,Gretna United Methodist Men's Group,504-366-6685,Louisiana,1309 Whitney Avenue,70056
52,Houma,Food Bank - Houma,(985) 851-5523,Louisiana,254 Magnolia St,70360
53,Houma,Storm Outreach,985-876-9340,Louisiana,130 Morrison Ave,70364
54,Houma,Terrebonne Parish Consol Government,985-873-6817,Louisiana,809 Barrow St.,70360
55,Harvey,Westbank Friendship Club,504-368-1944,Louisiana,2051 Eighth St.,70058
56,Harvey,Infant Jesus of Prague Church,504-368-1397,Louisiana,700 Maple Avenue,70058
57,Houma,Plymouth Rock Baptist Church,(985) 876-1768,Louisiana,1000 Wallis St.,70360
58,Houma,Good Samaritan Foodbank Terrebonne,985-851-5523,Louisiana,254 Magnolia,70360
59,Harvey,Harvey Community Center,504-227-1220,Louisiana,1501 Estalote Ave,70058
60,Harvey,House of Judah,504-349-0877,Louisiana,625 Barataria Blvd,70058
61,Harahan,St Rita Food Pantry,504-737-2915,Louisiana,7100 Jefferson Hwy.,70123
62,Iota,Christian Service Center of Iota,337-779-3057,Louisiana,422 Kennedy Drive,70543
63,Jeanerette,Kingdom of God,337-276-5931,Louisiana,1004 Martin Luther King,70544
64,Jeanerette,Communities United for Change Development,337-276-3222,Louisiana,1244 Big Four Corners Road,70544
65,Iowa,Zion Travelers Missionary Baptist Church,337-217-4380,Louisiana,604 West Second St.,70647
66,Iowa,Living Water Ministries,337-582-3261,Louisiana,215 Thompson Ave,70647
67,Kaplan,Vermilion Milk Fund & Kaplan Food Bank,(337) 643-6055,Louisiana,801 N Cushing Ave,70548
68,Jennings,Jefferson Davis Council on Aging,337-824-5504,Louisiana,210 South State Street,70546
69,Jennings,Faith Tabernacle Food Pantry,(337) 824-4432,Louisiana,211 Doyle Street,70546
70,Jefferson,Marrero Community Center,504-349-5454,Louisiana,1221 Elmwood Park Blvd 402,70123
71,Jefferson,Jefferson Presbyterian Church,504-388-3979,Louisiana,4450 Jefferson Hwy,70121
72,Jefferson,Hazel Hurst Community Center,504-838-4277,Louisiana,1121 South Causeway Blvd,70121
73,Jefferson,Bridge City Community Center,504-349-5464,Louisiana,1221 ElmwoodPark Blvd 402,70123
74,Kenner,St Jerome Church Food Bank,504-443-3174,Louisiana,2402 33rd St.,70065
75,Kenner,Pray The Word Say The Word,504-331-8315,Louisiana,672 Cameron Court,70065
76,Kenner,Our Lady of Perpetual Help,504-464-1316,Louisiana,2137 Kansas St.,70062
77,Lake,Shepherd's Inn Outreach Church,337-433-1517,Louisiana,2900 E. Opelousas St,70615
78,Kenner,Community Service Food Bank,(504) 468-7220,Louisiana,317 Oxley Street,70062
79,Kenner,Glory Cloud Christian Center,504-465-8208,Louisiana,125 East 23rd Street,70062
80,Lake,Southwest LA AIDS Council,337-439-5145,Louisiana,1715 Common St.,70601
81,Lake,Seventh Day Adventist Church,337-433-8142,Louisiana,1804 Cessford St.,70601
82,Lake,New Sunlight B C,337-436-8965,Louisiana,515 V E Washington St,70601
83,Lake,Greater St Mary Baptist Church - The Hope Complex (North Campus),337-494-7945,Louisiana,1401 Moeling Street,70601
84,Lake,Glad Tidings Dorcas Ministry,337-582-2121,Louisiana,3400 Texas Ave,70607
85,Lake,Faith and Friends,337-474-1830,Louisiana,2300 Fruge Street,70601
86,Lake,Catholic Charities Lake Charles,337-439-7436,Louisiana,612 Louisiana Ave,70601
87,Lake,Christian World,(337) 475-0157,Louisiana,2001 Gauthier Rd,70607
88,Lake,Church of the King,337-478-3084,Louisiana,2145 Oakpark Blvd,70601
89,Lake,Abraham's Tent,337-439-9330,Louisiana,2300 Fruge Street,70601
90,LaPlace,Options For Independence,985-359-0902,Louisiana,490 Belle Terre Blvd,70068
91,LaPlace,Bethlehem Missionary Baptist Church,985-536-4357,Louisiana,805 Mallard Street,70068
92,Lafayette,Second Harvest Food Bank Of Greater New Orleans & Acadiana,(337) 237-7711,Louisiana,215 East Pinhook Rd,70501
93,Lafayette,Foodnet The Greater Acadiana Food Bank,337-232-3663,Louisiana,217 Surrey Street,70507
94,Lafayette,United Christian Outreach,(337) 234-0162,Louisiana,422 Carmel Dr.,70501
95,Lafayette,Tabernacle of Hope,(337) 993-9798,Louisiana,925 West Broussard Rd,70506
96,Lafayette,Progressive Community Outreach,337-234-0123,Louisiana,125 Gallian St.,70501
97,Lafayette,Our Savior's Church,337-839-8889,Louisiana,801 South Main Street,70518
98,Lafayette,Gethsemane COGIC,337-233-2478,Louisiana,317 12th Street,70501
99,Lafayette,Food Net,337-232-3663,Louisiana,217 Surrey,70505
100,Lafayette,First Assembly of God,337-857-0018,Louisiana,3555 Verot School Rd,70592
101,Luling,St Anthony Outreach Inc,985-785-8745,Louisiana,737 Paul Mallard Rd.,70070
102,Lafayette,Acadiana C.A.R.E.S,337-233-2437,Louisiana,809 MLK Drive,70502
103,Lafayette,Salvation Army Lafayette,337-235-2407,Louisiana,212 Sisth St.,70502
104,Lebeau,Lebeau Community Center,337-623-4333,Louisiana,103 Lebeau Church Rd,71345
105,Mandeville,The Samaritan Center Inc,(985) 626-4457,Louisiana,402 Girod Street,70448
106,loreauville,Our lady of Victory food pantry,337 229 6329,Louisiana,120 daigre st.,70552
107,Loreauville,Loreauville Baptist Church,337-365-1277,Louisiana,1886 Loreauville Rd,70552
108,Morgan,New Zorah Baptist Church,985-385-2645,Louisiana,604 Julia St,70380
109,Metairie,Watson Community Center,504-736-6480,Louisiana,1300 Myrtle St.,70003
110,Metairie,St Clement of Rome Outreach Ministry,504-887-7821,Louisiana,4317 Richland Ave,70002
111,Metairie,St Edward The Confessor SVDP,504-888-0703,Louisiana,4921 W. Metairie Ave,Empty
112,Marrero,St Joseph The Worker Food Bank,504-347-8438,Louisiana,455 Ames Blvd,70072
113,Marrero,Independent Living Skills,504-340-5100,Louisiana,1101 Barataria Blvd,70072
114,Metairie,Our Lady of Divine Providence,504-466-4511,Louisiana,1000 North Starrett Road,70003
115,Marrero,Hope Haven Community Center,504-371-7742,Louisiana,1101 Barataria Blvd,70072
116,Napoleanville,Moses Baptist Church,985-413-0067,Louisiana,1032 Canal Blvd,70301
117,New,Second Harvesters Food Bank of Greater New Orleans,504-734-1322,Louisiana,1201 Sams Avenue,70123
118,New,SpayMart,504-838-9167,Louisiana,1202 Orange St.,70130
119,New,United Churches of Algiers,(504) 361-1661,Louisiana,1111 Newton St.,70114
120,New,St Joseph Church - Feed Jesus,504-273-5573,Louisiana,1802 Tulane Ave,70119
121,New,St Paul Church of God in Christ,504-945-0177,Louisiana,1020 Forstall St,70117
122,New,St Peter AME Church,504-866-2500,Louisiana,8311 Pritchard Place,70118
123,New,St Peter Claver Church,504-822-1687,Louisiana,1910 Ursuline Avenue,70116
124,New,Total Community Action,504-524-1383,Louisiana,2020 Jackson Ave,70113
125,New,St John the Baptist Community Center,504-581-4987,Louisiana,1920 Clio Street,70113
126,New,Peoples Community Organization,504-520-0642,Louisiana,400 N. Rampart St.,70112
127,New,Noah's Ark Community Center,504-895-2050,Louisiana,2840 S. Saratoga St.,70115
128,Monroe,Food Bank Of Northeast Louisiana Inc,(318) 322-3567,Louisiana,4600 Central Ave,71203
129,Mansura,Mansura Care & Hope Ministries Center,(318) 563-8340,Louisiana,2058 L\'Eglise St.,71350
130,New,Love In Action Outreach,504-309-5898,Louisiana,4607 Downman Road,70126
131,New,Morris Brown A M E Church,504-948-2165,Louisiana,1813 Urquhart Street,70116
132,New,Lift Up My Name Higher,504-599-9499,Louisiana,1423 Pauline St,70117
133,New,Living Witness Ministry,504-524-2959,Louisiana,1528 Oretha Castle Haley Blvd,70113
134,New,Iglesia Bautista Getsemani,504-267-3941,Louisiana,5834 Elysian Fields Ave,70122
135,New,Just the Right Attitude,504-430-5307,Louisiana,4720 E Judge Perez Dr,70128
136,New,Kids Coupe,225-485-2214,Louisiana,1801 Adams St,70118
137,New,Lake Visita dba Sons and Daughter of Promise,504-248-2600,Louisiana,15 Spanish Fort Blvd,70124
138,New,Holy Faith Temple Baptist Church,504-525-0856,Louisiana,1325 Governor Nicholls Street,70116
139,New,Hope House,504-525-2561,Louisiana,916 St Andrew Street,70130
140,New,First Pentecostal Church,504-822-0668,Louisiana,122 N. Dorgenois,70128
141,New,Empowerment Temple Outreach,504-481-5540,Louisiana,221 1/2 South Genois,70119
142,Pearl,Pearl River Church of Nazerene,985-863-5378,Louisiana,64129 HWY 41,70452
143,New,Central City Christian Fellowship,(504) 891-5721,Louisiana,2201 4th Street,70113
144,New,Covenant Presbyterian Urban Ministry,504-524-8730 / ,Louisiana,2128 Felicity Street,70113
145,New,Franklin Avenue Baptist Church,504-488-8488,Louisiana,2515 Franklin Ave,70117
146,New,B W Cooper Office of Supportive Services,504-628-6519,Louisiana,3416 Earhart Blvd,70125
147,New,Algiers Point Free Lil Pantry,(___) ___-____,Louisiana,615 Opelousas Ave,70114
